,task_id,formula,formation_energy_per_atom,e_above_hull,band_gap,has_bandstructure
60794,mp-28328,RbI3,-0.7818762188362067,0.0,1.8574,True
60863,mp-684193,Sm11Br24,-1.562430561714286,0.1762240205714285,0.0,False
61134,mp-1188012,Zr3I,0.1771943900000003,0.5128862121874995,0.0,False
61181,mp-1205355,MoBr3,-0.5686334112500004,0.0090875706249997,0.0,False
61477,mp-973976,LuBr,-0.9301568175,0.282132405833333,0.0,True
61559,mp-1106279,BiI3,-0.4629099475,0.0201078737500002,2.3447,False
61805,mp-22860,LaI,-1.0846766087500002,0.0,0.0,True
61865,mp-567178,PbI2,-0.6735647822222219,0.0017908811111113,2.3974,True
62321,mp-32554,Ta2I5,-0.0381419757142857,0.4382380154241074,0.0,True
62488,mp-974330,SBr3,0.2597485764843752,0.4486686468750001,0.0,True
62564,mp-1183107,Ac3I,-0.10167760125,0.4044089059722222,0.0,False
62789,mp-568616,Nb2Br5,-0.8396718021428567,0.0733884911607152,0.7090000000000001,False
62798,mp-571615,CdI2,-0.5914519536666667,0.0006850448888888,2.3882,True
63103,mp-1184423,Gd3I,-0.0912834375000013,0.0,0.0,False
63117,mp-1187734,V3Br,0.5917676449999991,0.9109350787500006,0.0,False
63268,mp-28329,TlI3,-0.3430225337500001,0.0,1.6871,True
63325,mp-570472,CdI2,-0.5910063676666667,0.0011306308888887,2.3648,True
63475,mp-975142,RhI,0.3612536025000006,0.5526627533333333,0.0,True
63486,mp-984614,Au3Br,0.3495726599999997,0.4179525174999998,0.0,False
63872,mp-571225,CdI2,-0.5920253888095239,0.0001116097460318,2.4218,True
63873,mp-571603,CdI2,-0.5917094941666667,0.0004275043888888,2.3923,True
64134,mp-1204035,W15I47,-0.1425727995161291,0.0084915133870966,0.0,False
64319,mp-30033,CoBr2,-0.289672553333333,0.0,0.0632999999999999,True
64360,mp-571292,ZnI2,0.4736878816666669,1.0909147664583334,0.0,False
64796,mp-27652,ThI2,-1.0677725266666669,0.0096847599999998,0.0,True
65295,mp-567199,PbI2,-0.6743713793333337,0.0009842839999998,2.4022,True
65302,mp-569610,CoI2,0.025231263333333,0.0252312633333335,0.0,True
65357,mp-655086,Nb2Br5,-0.6854676164285719,0.2275926768750001,0.0,True
65388,mp-752602,BiBr3,-0.7750247424999999,0.0,2.8565,True
65475,mp-866291,AgBr,-0.3730863533333335,0.0,1.1709,True
66350,mp-567296,CdI2,-0.5907651238888888,0.0013718746666666,2.3383,True
66373,mp-669357,CdI2,-0.5904219459090907,0.0017150526464646,2.3545,True
66562,mp-1181742,CrI2,-0.2885197666666664,0.0956953577777781,0.0,False
66875,mp-571667,CdI2,-0.5918685655128203,0.0002684330427351,2.4181,True
66980,mp-971768,Ti3Br,0.3001048987499989,0.7140062005729159,0.0,True
66990,mp-980194,TiI,0.1085641791666658,0.6453297748611098,0.0,True
67100,mp-1190190,YbBr2,-2.0857143191666663,0.0239717058333339,4.3689,False
67332,mp-540904,ThI3,-1.2121394475000002,0.0,0.0,True
67358,mp-567259,CdI2,-0.590410505,0.0017264935555556,2.3991,True
67634,mp-1203179,PbI2,-0.6702177733333331,0.0051378900000003,2.2953,False
67762,mp-29109,SiI3,-0.3738359256249999,0.0,2.8504,True
67784,mp-39008,AlBr4,-0.7588516780000002,0.1386048715000001,0.0,True
67859,mp-569722,CdI2,-0.5853507953921567,0.0067862031633987,2.4077,True
67867,mp-571605,CdI2,-0.5912072033333333,0.0009297952222222,2.3857,True
67892,mp-669360,CdI2,-0.5906678908333333,0.0014691077222221,2.3549,True
67898,mp-680148,CdI2,-0.5903872554999999,0.0017497430555555,2.3384,True
67971,mp-864982,DyBr3,-1.85837572875,0.0,3.0028,True
68275,mp-570354,CuBr,-0.0754162749999998,0.1786250749999998,0.2080000000000001,True
68297,mp-669326,CdI2,-0.5905787401851852,0.0015582583703703,2.3784,True
68481,mp-973601,HgI3,0.009130255,0.2459227645312498,0.0,True
68552,mp-1078801,CsI,-1.545096621853448,0.00335026125,3.8345,False
68838,mp-570886,BeI2,-0.5823072999999998,0.0,4.077999999999999,True
68841,mp-571538,CdI2,-0.5910573266666667,0.0010796718888888,2.3663,True
68842,mp-571568,CdI2,-0.5910516474999999,0.0010853510555557,2.3722000000000003,True
68932,mp-861871,SeI2,0.065424838802083,0.0654248388020835,0.8854,True
69590,mp-1186821,Pu3I,0.1144679173437488,0.481868873203128,0.0,False
70276,mp-23247,ZrBr3,-1.40586125875,0.0,0.0627999999999999,True
70294,mp-27972,AcBr3,-2.0981074741666665,0.0,4.1045,True
70568,mp-1186259,Nd3Br,-0.1275919781250003,0.5111865758333325,0.0,False
71231,mp-27398,TlBr2,-0.6576434662499997,0.0,1.7925,True
71280,mp-569578,NbI5,-0.4318721016666665,0.0,0.9145,False
71283,mp-571436,SnI4,-0.356103967,0.01934307375,1.5624,True
71308,mp-680092,CdI2,-0.5904208870000001,0.0017161115555555,2.3471,True
72295,mp-23218,AsI3,-0.2019357737500002,0.0,2.2308000000000003,True
72303,mp-28013,MnI2,-0.45523857,0.0,1.1719,True
72671,mp-1213016,CuI2,0.0966098266666669,0.200739841666667,0.0,False
72839,mp-23169,Pr2Br5,-1.8538998664285715,0.0,0.2826,True
72847,mp-29862,SnBr2,-0.7820076066666667,0.0,2.5037000000000003,True
72894,mp-624418,CdI2,-0.5904666116666665,0.0016703868888889,2.3456,True
72982,mp-950217,BiI4,-0.2629912640000001,0.1234229930000001,0.4676999999999999,True
73211,mp-22859,HgI,-0.2580796150000001,0.0,1.6637000000000002,True
73227,mp-27639,IBr,-0.0865501024999999,0.0,1.4045,True
73333,mp-570054,CdI2,-0.5910510387500002,0.0010859598055554,2.3693,True
73334,mp-570127,CdI2,-0.59110126375,0.0010357348055556,2.3565,True
73338,mp-571519,CdI2,-0.5910967930952382,0.0010402054603175,2.3835,True
73480,mp-864986,DyBr2,-1.5264513233333332,0.1254382133333331,0.0,True
73746,mp-27765,W3Br8,-0.4273014179545449,0.0626911193939392,0.0,False
73791,mp-569994,CdI2,-0.5909792958333334,0.0011577027222222,2.3743000000000003,True
73811,mp-675332,InI4,-0.2341476006666665,0.1661510565000001,0.0,True
74468,mp-974457,Ru3I,0.8797655624999994,0.8797655625000003,0.0,True
74475,mp-978679,SmI,-0.8839598462499998,0.0487149858333335,0.0,False
74862,mp-571607,CdI2,-0.5910934577777778,0.0010435407777777,2.3709,True
75548,mp-1147667,CuI2,0.0964950133333335,0.2006250283333335,0.0,False
75723,mp-23227,CuBr,-0.2126147849999996,0.041426565,0.4302000000000001,True
75759,mp-30953,GaBr3,-0.8396886975000002,0.0,3.3474000000000004,True
75761,mp-31487,NbI5,-0.4140031016666666,0.0178690000000001,0.5982999999999998,True
75869,mp-634105,HBr,-0.0243420793099997,0.3035265250000001,2.3158000000000003,True
75889,mp-680095,CdI2,-0.5903916938333331,0.0017453047222224,2.3417,True
75890,mp-680178,In5Br7,-0.7367403180555557,0.0053311644791667,2.0373,False
75895,mp-685088,Sc12I25,-1.1408855871621622,0.0,0.0,False
76244,mp-28214,TiBr3,-1.2282459879166665,0.0,0.0151999999999998,True
76270,mp-541112,ZrI4,-0.9038372924999998,0.0238305628333335,2.0534,True
76293,mp-567519,NpBr3,-1.3582645421875004,0.0,0.0,False
76490,mp-978985,SnBr2,-0.7775635383333336,0.0044440683333331,1.7809,False
76662,mp-1207889,WI2,-0.2081330533333335,0.0,1.9586,False
76835,mp-568753,TcBr3,-0.3904921862500004,0.0,0.1308,True
76845,mp-583234,Bi4I,-0.0870788644999997,0.0417258878333339,0.0,True
76862,mp-680196,CdI2,-0.5903604376436782,0.0017765609118773,2.3569,False
77133,mp-1183339,BaBr3,-1.43971036125,0.2311638559375,0.0,False
77476,mp-866214,LuBr3,-1.818433835,0.0,3.0668,True
77587,mp-1184879,IBr2,0.0531642316666669,0.1108643,0.0,False
77858,mp-571595,CdI2,-0.5915216456666665,0.000615352888889,2.3941,True
77980,mp-978846,SnI2,-0.4887889583333329,0.0052264633333334,1.2275999999999998,True
78095,mp-1186445,Pd3I,0.1588690874999994,0.2530669918750004,0.0,False
78285,mp-23166,NpBr3,-1.3354108984375,0.0228536437500004,0.0079000000000002,True
78583,mp-1186908,RhBr,0.4485384150000007,0.7481615425000001,0.1061999999999994,False
78586,mp-1187794,UBr,-0.3133766874999999,0.5364387849999996,0.0,False
78717,mp-23260,BaI2,-1.79935558375,0.0,3.4431000000000003,True
78721,mp-23903,HBr,0.8053855006900004,1.1332541050000002,0.0,True
78827,mp-582619,CdI2,-0.4730812644444444,0.1190557341111111,0.0,False
79476,mp-975411,RbBr3,-0.614053872586207,0.2597215999999998,0.0,True
79819,mp-22903,RbI,-1.4908304651724138,0.0,3.777,True
79981,mp-972874,SeBr3,0.2741786378515623,0.417600488486328,0.0,True
80062,mp-1182499,B5I,0.6390723515277775,0.6532744218981481,0.1163000000000002,False
80313,mp-22849,BiI3,-0.4830178212500002,0.0,2.5272,True
80332,mp-29554,WBr5,-0.4726474391666666,0.0090865470138892,0.0,True
80373,mp-570799,EuI2,-1.6069009879166671,0.0173853087499997,1.4550999999999998,False
80769,mp-27399,SbBr3,-0.6125758750000001,7.53531250001771e-05,3.369,True
80856,mp-567744,SrBr2,-2.1561595125,0.0,4.4697000000000005,True
80861,mp-568846,TaBr5,-0.948827730625,0.0004437740972225,2.0283,True
80863,mp-569666,CdI2,-0.5920286999019609,0.0001082986535947,2.4072,True
81229,mp-27634,TiBr4,-1.2351778478333335,0.0006199877499994,2.7818,True
81303,mp-567677,GeI2,-0.2259801683333335,0.1169270066666667,1.9989,True
81579,mp-1186264,Nd3Br,-0.110742830625,0.5280357233333328,0.0,False
82174,mp-1185549,Mg149Br,-0.0220939183999998,0.0,0.0020999999999999,False
82316,mp-22893,PbI2,-0.6744412499999998,0.0009144133333336,2.3871,True
82520,mp-1056920,CsI,-1.515469918103448,0.032976965,3.6663,False
82668,mp-1206891,RhI3,-0.2871137262499999,0.0,1.0392,False
82877,mp-567336,CdI2,-0.5909880900000001,0.0011489085555556,2.367,True
83082,mp-1186558,PmBr2,-1.6070621041666666,0.0537242452777775,0.0,False
83280,mp-27397,IrBr3,-0.2986631599999998,0.0,1.5527,True
83365,mp-570492,CdI2,-0.5920798157692305,5.718278632493856e-05,2.4254,True
83483,mp-976581,Nd3I,-0.1336958143750002,0.3580056128124997,0.0,True
83579,mp-1187728,VI,0.5366014650000004,0.9008840425000004,0.0,False
83810,mp-568758,BiBr,-0.4799439743749998,0.0367391872916664,1.0369000000000002,False
83818,mp-570882,CdI2,-0.5910552983333331,0.0010817002222223,2.3817,True
83970,mp-865005,DyI3,-1.3737791162500002,0.0,2.1747,True
84673,mp-1186991,ScI3,-1.1909107699999997,0.0,1.6826,False
85113,mp-1194880,W5I16,-0.1486376102380959,2.8856428571977236e-05,0.8613,False
85325,mp-23226,Nb6I11,-0.4666462198529415,0.0,0.2782,False
85391,mp-624399,CdI2,-0.5904606994444445,0.001676299111111,2.3586,True
85474,mp-862986,PmBr3,-1.868384643125,0.0,2.8814,True
85782,mp-22901,KI,-1.4237335240000002,0.0697499449999998,3.24,True
85785,mp-23231,AgBr,-0.3360771683333334,0.037009185,0.7416,True
85813,mp-30034,MgBr2,-1.5112251033333333,0.0,4.4707,True
86725,mp-22858,TlI,-0.6572564675000003,0.0241498474999999,2.1382,True
86726,mp-22919,AgI,-0.1932107533333331,0.0913259850000001,0.7690000000000001,True
86784,mp-567687,CrI2,-0.2852696299999995,0.098945494444445,0.0,True
87303,mp-22892,RuBr3,-0.3236833337500005,0.001607661875,0.0,True
87306,mp-23264,TiI3,-0.8051483935416663,0.0,0.1681999999999996,False
87370,mp-568388,BiI,-0.2956570100000002,0.0263548708333334,0.8440000000000003,True
87395,mp-680172,CdI2,-0.5906057959090907,0.0015312026464646,2.3544,True
87406,mp-703595,Cd13I28,-0.5300000269512195,0.0332522399674795,0.0,True
87469,mp-862800,PrI3,-1.41143109875,0.0,1.952,False
87471,mp-865301,TmBr3,-1.8358881,0.0,2.987,True
87707,mp-1214775,AuBr2,-0.0076237466666665,0.1430392337500001,0.0,False
87804,mp-23302,RbI,-1.4411517601724142,0.0496787049999998,3.3455,True
87872,mp-568742,HgI2,-0.3140528316666667,0.0016705143749997,1.3751,True
88112,mp-1198538,Ta3Br7,-0.8916974537499996,0.0070309907499996,1.2614,False
88298,mp-23212,CuBr,-0.1928047531249999,0.0612365968749997,0.1699999999999999,True
88638,mp-1209830,PBr2,1.2611389926190475,1.60792996031746,1.7321999999999995,False
88751,mp-27772,Nb3I8,-0.5122086872727271,0.0,0.0569999999999995,False
88832,mp-567604,GeBr4,-0.6372943395,0.0002477920000001,2.9329,True
88977,mp-974315,RuI,0.8678441025000003,0.8678441025000012,0.0,True
89733,mp-1214506,C15Br7,0.2908530157386364,0.2908530157386355,1.2305,False
89842,mp-30954,GaI3,-0.5000462993749999,0.0,2.3616,True
90374,mp-569673,PrI2,-1.3219967358333335,0.0,0.0,False
90376,mp-570939,CdI2,-0.5917877294444445,0.0003492691111108,2.4157,True
90620,mp-1210109,NdBr2,-1.6857244116666663,0.0176850655555549,0.0,False
91226,mp-23182,SnI4,-0.3754470407499998,0.0,2.0284,True
91349,mp-570781,CdI2,-0.5917767705555556,0.0003602279999999,2.4076,True
91482,mp-976280,LiBr,-1.5733367500000002,0.0,4.9350000000000005,True
91589,mp-1195825,SiBr2,-0.664426055833333,0.0338855549999999,2.3621,False
92048,mp-1078195,SiI3,-0.3736994562499998,0.0001364693750001,2.9445,False
92307,mp-23311,EuBr2,-2.0414750336666674,0.0,1.0457999999999998,True
92319,mp-27924,TbBr,-1.2293896449999997,0.0111215708333336,0.0,True
92516,mp-1065933,YI,-0.8637649000000005,0.0964037008333331,0.0,False
92625,mp-1186815,Pu3I,0.0781014998437488,0.4455024557031279,0.0,False
92663,mp-1196387,W3I8,-0.1181155417045454,0.0521751382954533,1.0642999999999998,False
92862,mp-571091,CdI2,-0.5910380702380953,0.0010989283174602,2.3827,True
92879,mp-651155,TeI4,-0.1214175315000002,0.0031408665000001,1.7080000000000002,True
92883,mp-669358,CdI2,-0.5904543901515151,0.0016826084040404,2.3723,True
93094,mp-1185951,Mn3Br,0.7167370174999999,1.0231420925000003,0.0,False
93386,mp-684621,Cu13I15,-0.1318012357142853,0.013236999464286,0.0,True
93486,mp-975905,Mo3I,0.9773247624999994,1.1220178845833333,0.0,True
93543,mp-1105170,SnBr2,-0.7762761800000004,0.0057314266666663,2.4166,False
93883,mp-570534,Nd4Br9,-1.627460910576923,0.1414643157692303,0.0,False
94095,mp-1179985,PBr,-0.0073856960714282,0.2527075297023811,1.3954,False
94146,mp-1203015,TaBr5,-0.9492715047222214,0.0,2.051,False
94353,mp-680120,CdI2,-0.5906219112222222,0.0015150873333333,2.355,True
94506,mp-1008490,BiI3,0.1207391087499998,0.6037569300000001,0.0,False
94809,mp-571011,CsI4,-0.6754362247413794,0.0,1.7663000000000002,True
94828,mp-680422,CBr4,0.2093362255000002,0.2093362255,2.9111,True
94965,mp-973896,Ni3I,0.5289424975000001,0.5666617550000002,0.0,True
95134,mp-1184661,Hf3I,0.364453622500001,0.6594745200000007,0.0,False
95163,mp-1191061,Th2Br5,-1.4921763819047615,0.0707579966666669,0.0,False
95648,mp-1208286,ThBr2,-1.1574004108333331,0.3013383425000002,0.0,False
96314,mp-504902,SiBr2,-0.659548813666667,0.0387627971666662,2.6702,True
96362,mp-571593,CdI2,-0.5911844863888887,0.0009525121666669,2.387,True
97238,mp-27857,PdBr2,-0.3404413758333333,0.0,0.8992,True
97822,mp-30930,AlI3,-0.6723465387500003,0.0,3.2547,True
97825,mp-32880,CuBr,-0.2485738349999997,0.0054675149999998,0.4479999999999999,False
97894,mp-685014,In2Br3,-0.7555584612083337,0.0,2.1268,True
98087,mp-1186518,Pm3I,-0.1142490931250002,0.3551866962499997,0.0,False
98171,mp-1205567,Y2Br3,-1.539538341,0.0,0.6878000000000002,False
98361,mp-571166,CaBr2,-2.052141318333333,0.0004902600000002,4.4509,False
98799,mp-22874,PBr5,-0.3414294374404762,0.0,1.6257,True
98836,mp-540789,PbI2,-0.6726170183333332,0.0027386450000004,2.3951,True
99050,mp-1147532,CuBr2,-0.1063118366666667,0.2055988499999994,0.0,False
99317,mp-541610,GeBr2,-0.576134454583333,0.0,2.5973,True
99364,mp-567914,TeI4,-0.1168694022500002,0.0076889957499999,1.7864,True
99396,mp-624417,CdI2,-0.5904704689393938,0.0016665296161617,2.353,True
99572,mp-1184859,HI3,0.0522706428450001,0.0841167403124998,1.2436000000000005,False
100055,mp-1079694,CsI,-1.4348681543534485,0.1135787287499998,3.1258,False
100127,mp-1186382,Pa3Br,0.0999633374999984,0.5503184671875001,0.0,False
100617,mp-1184273,EuBr2,-2.039380506666667,0.0020945270000005,1.0628000000000002,False
100821,mp-22863,CuI,-0.1426756524999999,0.01351937,1.5721999999999996,True
100848,mp-504781,NpI3,-0.5448469296875,0.0,0.0003999999999999,False
100873,mp-571232,YbBr2,-2.10901692,0.000669105,4.4692,True
101387,mp-567402,CdI2,-0.5910235305555555,0.001113468,2.375,True
101408,mp-650841,GaBr2,-0.7702202480555557,0.010339266111111,3.3617,True
101414,mp-680116,CdI2,-0.5906944319047621,0.0014425666507937,2.3523,True
101740,mp-22867,RbBr,-1.7475509451724136,0.0,4.1927,True
101744,mp-23197,TlI,-0.6296528600000002,0.051753455,1.883,True
101759,mp-27642,PaBr5,-1.4525930391666666,0.0,1.9593,True
101872,mp-568546,In5Br7,-0.7370982065972219,0.0049732759375005,2.0779,True
101894,mp-624406,CdI2,-0.5904000979999999,0.0017369005555556,2.3498,True
101914,mp-684580,AgI,-0.2835320283333331,0.0010047100000001,1.3146,False
102235,mp-28495,ZrBr2,-1.2400776033333338,0.0332221083333337,0.0,True
102282,mp-568273,LiI,-1.1994872974999995,0.0362202124999999,4.224500000000001,True
102482,mp-974474,ReBr,1.3064591762500006,1.507749351607143,0.0,True
102781,mp-22854,Pr2I5,-1.4145048214285711,0.0,0.1295000000000001,True
102783,mp-23192,HgI2,-0.3154334866666666,0.000289859375,1.3282999999999998,True
102784,mp-23223,TiI3,-0.8011616216666666,0.0039867718749997,0.0,True
102868,mp-680094,CdI2,-0.5904315268181818,0.0017054717373736,2.3506,True
102869,mp-680205,PbI2,-0.6722340544444446,0.0031216088888887,2.3541,True
103373,mp-570301,AgBr,-0.3317342058333334,0.0413521475,0.7132000000000001,True
103389,mp-669496,PtI4,-0.1325358944999997,0.0,0.6923999999999997,True
103823,mp-27637,NiBr2,-0.3627778999999999,0.0,0.0,True
103875,mp-570679,TaI5,-0.4582169089583334,0.0,1.1727,True
104092,mp-1196036,WI3,-0.1078483468749998,0.0482514431250002,1.0703,False
104268,mp-30031,CaI2,-1.6457300683333334,0.0,3.9035,True
105368,mp-685068,YbBr3,-1.3483221999999997,0.2339423187500005,0.0,True
105624,mp-1185590,Mg149I,-0.0175857402666666,0.0,0.0024999999999999,False
105675,mp-1197830,CI,0.9507070043750004,0.9507070043750004,3.4057,False
105824,mp-27934,CdBr2,-0.8903400116666665,0.0,2.9384,True
105857,mp-567483,CdI2,-0.5910184427777776,0.0011185557777779,2.3829,True
106026,mp-1064427,GdBr,-1.2220372874999992,0.0577732133333359,0.0,False
106146,mp-1207336,PbI6,0.4048811428571431,0.6943192842857149,0.0972999999999997,False
106328,mp-23288,AlBr3,-1.121820686875,0.0,4.0967,True
106339,mp-27747,PdI2,-0.2511944116666669,0.0,0.9081,True
106382,mp-568289,CdI2,-0.5903013461111111,0.0018356524444442,2.3959,True
107289,mp-571442,YI3,-1.44025290125,0.0,3.0409,True
107806,mp-540672,Ti7Br16,-1.1517253615942031,0.0,0.0,True
107831,mp-571654,CdI2,-0.5914954086111109,0.0006415899444442,2.3876,True
107974,mp-977375,HoBr3,-1.84647132125,0.0,2.8413,True
107976,mp-978272,Mg3Br,-0.1187892924999998,0.4523277395370371,0.0,False
108650,mp-1208711,SmBr2,-1.6696240908333333,0.0207345308333328,0.0,False
108893,mp-680055,CdI2,-0.5904858368181818,0.0016511617373737,2.3639,True
109125,mp-1206888,DyI6,-0.095746727142857,0.6892699107142861,0.0377999999999998,False
109276,mp-23221,PrBr3,-1.914331335,0.0,3.4284,True
109383,mp-636675,Ga2I3,-0.4319675844999999,0.0,2.2225,False
109386,mp-640058,PbI2,-0.6730530699999997,0.0023025933333333,2.4062,True
109857,mp-672351,Sm6Br13,-1.5790234136842105,0.1558183296052631,0.0,True
110033,mp-1078181,SiBr3,-0.7817461324999999,0.0038544296875002,3.9433,False
110231,mp-23177,HgBr,-0.4273906074999999,0.0,2.286,True
110290,mp-567442,CdI2,-0.5909379044444442,0.0011990941111112,2.3718,True
110294,mp-569510,CdI2,-0.59113705625,0.0009999423055555,2.3729,True
111319,mp-28880,W3Br7,-0.4542203433750004,0.037895821416666,0.0,False
111339,mp-505366,AuBr,-0.1367597149999997,0.0,1.6887000000000003,True
111364,mp-567471,HgI2,-0.3145670274999999,0.0011563185416667,1.3495,True
111367,mp-568927,AgI,-0.1806643408333332,0.1038723975,0.9072,True
111369,mp-570506,ZrI2,-0.8951781925000001,0.0,0.2938999999999998,True
111371,mp-571559,CdI2,-0.591135254,0.0010017445555554,2.3719,True
111372,mp-571579,CdI2,-0.5920399326666667,9.70658888888032e-05,2.4388,True
111471,mp-865534,YBr2,-1.55005889,0.1589733111111115,0.0,True
111638,mp-1207230,MgBr6,0.0380424028571429,0.6857103042857138,0.1291999999999999,False
111796,mp-22870,InBr,-0.6746365891666666,0.0,1.3112,True
111830,mp-28988,In7Br9,-0.7158392592708331,0.009373499921875,1.5437999999999998,True
111898,mp-570559,CdI2,-0.591037589,0.0010994095555556,2.385,True
112335,mp-571222,CsBr,-1.789854908103448,0.0,4.2579,True
112376,mp-680153,CdI2,-0.590665439126984,0.0014715594285714,2.3594,True
112785,mp-541013,TiI4,-0.7302077473333337,0.0,1.0878,True
112835,mp-680163,CdI2,-0.5907668751333336,0.001370123422222,2.3317,False
112962,mp-861867,AcI3,-1.5182595216666668,0.0,2.5888,True
113067,mp-1095094,SnI3,-0.2770031037500002,0.1429070798437495,0.0,False
113437,mp-861891,SeBr2,-0.0368760528645832,0.0906100365885414,0.8221,True
113616,mp-1185925,Mn3I,0.8092296025000003,0.9799440662500007,0.0,False
113623,mp-1186696,Pr3Br,-0.1455665937500003,0.5032983594999996,0.0,False
113787,mp-23268,NaI,-1.26469161225,0.0,3.5255,True
113801,mp-27529,PI3,-0.0584214030357146,0.0,2.2779,True
113859,mp-567789,InI3,-0.5003733214583335,0.0,2.2698,True
113861,mp-568690,CdBr2,-0.8893655983333334,0.0009744133333331,2.8772,True
113867,mp-571535,CdI2,-0.5911023645833332,0.0010346339722224,2.3788,True
113884,mp-685043,BBr,-0.3451380813888889,0.0086569097222222,1.2319,True
113964,mp-862868,PbBr2,-0.9353369366666664,0.0,2.5844,True
114381,mp-574086,SiBr4,-0.8379111484999996,6.278450000030135e-05,4.1056,True
114861,mp-569017,PdI2,-0.2349565166666666,0.0162378950000001,0.8779999999999999,True
114864,mp-571235,ZrI4,-0.9276678553333332,0.0,2.0148,True
115382,mp-680118,CdI2,-0.5905589643333333,0.0015780342222222,2.3483,True
115491,mp-975592,Pr3I,-0.1501893799999996,0.3455593959375003,0.0,True
115594,mp-1186984,ScBr3,-1.6730796849999998,0.0,2.2422,False
115749,mp-27213,AuBr3,-0.1576146131249998,0.0,0.8069000000000001,True
115750,mp-27785,TiBr2,-1.0443605288888893,0.0593762759722213,0.0,False
117301,mp-22916,NaBr,-1.5737032622499998,0.0,4.0899,True
117534,mp-1095321,WBr5,-0.4728475700000002,0.0088864161805557,0.0,False
117836,mp-568838,Hg4I7,-0.2282975754545454,0.0769450922159091,0.0,True
117843,mp-570285,SiBr4,-0.837973933,0.0,4.1057,True
117844,mp-570552,CdI2,-0.5920438537179484,9.314483760691772e-05,2.4244000000000003,True
118225,mp-27194,SnI2,-0.4940154216666666,0.0,1.7218999999999998,True
118233,mp-28319,PtI2,-0.1659946058333332,0.0,1.2280000000000002,True
118288,mp-574189,PbI2,-0.6720506125000002,0.0033050508333332,2.4069000000000003,False
118473,mp-866003,ErI3,-1.34629650625,0.0,2.0386,True
118486,mp-979268,Tl3Br,-0.2984634625,0.1443152899999997,0.0,True
118528,mp-1064979,NaI,-1.14650050475,0.1181911074999999,4.0274,False
118653,mp-1105984,TeI7,0.0396298612499999,0.11747886,0.0,False
118815,mp-29498,WBr2,-0.4947117094444443,0.0,2.4659,True
118858,mp-571635,CdI2,-0.5916171411111111,0.0005198574444442,2.457,True
118946,mp-862329,ScI2,-1.0110856649999995,0.1145881143333342,0.0,False
118973,mp-974371,Rh3Br,0.670865974999999,0.82067753875,0.0,True
121600,mp-867231,TbI3,-1.3827369149999995,0.0,2.0937,True
121602,mp-867247,TbBr3,-1.8607668237500008,0.0,2.857,True
121619,mp-867355,TeBr2,-0.1868419666666664,0.1401995998809524,0.6528999999999999,True
121834,mp-867893,SmI3,-1.399012248125,0.0,2.0145,True
